character,Cantonese,Mandarin,Initial_Cantonese,Rhyme_Cantonese,Tone_Cantonese,Initial_Mandarin,Rhyme_Mandarin,Tone_Mandarin
诣,ngai6,yi4,ng,ai,6,y,i,4
呱,gwaa1,gu1,gw,aa,1,g,u,1
祁,kei4,qi2,k,ei,4,q,i,2
捶,ceoi4,chui2,c,eoi,4,ch,ui,2
钠,naap6,na4,n,aap,6,n,a,4
袄,ngou3,ao3,ng,ou,3, ,ao,3
澎,paang4,peng2,p,aang,4,p,eng,2
氮,daam6,dan4,d,aam,6,d,an,4
恪,kok3,ke4,k,ok,3,k,e,4
雏,co1,chu2,c,o,1,ch,u,2
撮,cyut3,cuo1,c,üt,3,c,uo,1
堰,jin2,yan4,j,in,2,y,än,4
彷,pong4,pang2,p,ong,4,p,ang,2
鹦,jing1,ying1,j,ing,1,y,ing,1
晖,fai1,hui1,f,ai,1,h,ui,1
犀,sai1,xi1,s,ai,1,x,i,1
腑,fu2,fu3,f,u,2,f,u,3
沽,gu1,gu1,g,u,1,g,u,1
橄,gam2,gan3,g,am,2,g,an,3
掐,haap3,qia1,h,aap,3,q,ia,1
亵,sit3,xie4,s,it,3,x,ie,4
龋,geoi2,qu3,g,eoi,2,q,ü,3
咀,zeoi2,ju3,z,eoi,2,j,ü,3
祺,kei4,qi2,k,ei,4,q,i,2
锚,naau4,mao2,n,aau,4,m,ao,2
匾,bin2,bian3,b,in,2,b,ian,3
乓,bam1,pang1,b,am,1,p,ang,1
萃,seoi6,cui4,s,eoi,6,c,ui,4
贻,ji4,yi2,j,i,4,y,i,2
揖,jap1,yi1,j,ap,1,y,i,1
觑,ceoi3,qu4,c,eoi,3,q,ü,4
吝,leon6,lin4,l,eon,6,l,in,4
憔,ciu4,qiao2,c,iu,4,q,iao,2
羌,goeng1,qiang1,g,oeng,1,q,iang,1
诲,fui3,hui4,f,ui,3,h,ui,4
砾,lik1,li4,l,ik,1,l,i,4
蠕,jyu4,ru2,j,ü,4,r,u,2
肴,ngaau4,yao2,ng,aau,4,y,ao,2
撩,liu1,liao1,l,iu,1,l,iao,1
坍,taan1,tan1,t,aan,1,t,an,1
酥,sou1,su1,s,ou,1,s,u,1
袅,niu5,niao3,n,iu,5,n,iao,3
黝,jau2,you3,j,au,2,y,ou,3
嫣,jin1,yan1,j,in,1,y,än,1
穹,kung4,qiong2,k,ung,4,q,iong,2
秧,joeng1,yang1,j,oeng,1,y,ang,1
妊,jam6,ren4,j,am,6,r,en,4
溉,koi3,gai4,k,oi,3,g,ai,4
鹊,zoek3,que4,z,oek,3,q,üe,4
聿,wat6,yu4,w,at,6,y,ü,4
疙,gat6,ge1,g,at,6,g,e,1
蘑,mo4,mo2,m,o,4,m,o,2
睾,gou1,gao1,g,ou,1,g,ao,1
楷,kaai2,kai3,k,aai,2,k,ai,3
酵,gaau3,jiao4,g,aau,3,j,iao,4
茹,jyu4,ru2,j,ü,4,r,u,2
锌,san1,xin1,s,an,1,x,in,1
滇,din1,dian1,d,in,1,d,ian,1
辗,zin2,zhan3,z,in,2,zh,an,3
纂,zyun2,zuan3,z,ün,2,z,uan,3
圭,gwai1,gui1,gw,ai,1,g,ui,1
幔,maan6,man4,m,aan,6,m,an,4
褒,baau1,bao1,b,aau,1,b,ao,1
揍,zau3,zou4,z,au,3,z,ou,4
诽,fei2,fei3,f,ei,2,f,ei,3
倔,gwat6,jue2,gw,at,6,j,üe,2
腓,fei4,fei2,f,ei,4,f,ei,2
颉,kit3,jie2,k,it,3,j,ie,2
锄,co4,chu2,c,o,4,ch,u,2
嗔,can1,tian2,c,an,1,t,ian,2
磺,wong4,huang2,w,ong,4,h,uang,2
攒,zaan2,zan3,z,aan,2,z,an,3
瘩,daap3,da5,d,aap,3,d,a,5
雳,lik1,li4,l,ik,1,l,i,4
吆,jiu1,yao1,j,iu,1,y,ao,1
悚,sung2,song3,s,ung,2,s,ong,3
墩,deon1,dun1,d,eon,1,d,un,1
彝,ji4,yi2,j,i,4,y,i,2
囱,cung1,cong1,c,ung,1,c,ong,1
逍,siu1,xiao1,s,iu,1,x,iao,1
辄,zip3,zhe2,z,ip,3,zh,e,2
桅,wai4,wei2,w,ai,4,w,ei,2
俨,jim5,yan3,j,im,5,y,än,3
纶,gwan1,lun2,gw,an,1,l,un,2
悸,gwai3,ji4,gw,ai,3,j,i,4
殃,joeng1,yang1,j,oeng,1,y,ang,1
俐,lei6,li4,l,ei,6,l,i,4
绮,ji2,qi3,j,i,2,q,i,3
袒,taan2,tan3,t,aan,2,t,an,3
籽,zi2,zi3,z,i,2,z,i,3
孰,suk6,shu2,s,uk,6,sh,u,2
愫,sou3,su4,s,ou,3,s,u,4
拌,bun6,ban4,b,un,6,b,an,4
橙,caang2,cheng2,c,aang,2,ch,eng,2
暨,kei3,ji4,k,ei,3,j,i,4
敖,ngou4,ao2,ng,ou,4, ,ao,2
赘,zeoi3,zhui4,z,eoi,3,zh,ui,4
抉,kyut3,jue2,k,üt,3,j,üe,2
淤,jyu1,yu1,j,ü,1,y,ü,1
娼,coeng1,chang1,c,oeng,1,ch,ang,1
顼,juk1,xu4,j,uk,1,x,ü,4
葵,kwai4,kui2,kw,ai,4,k,ui,2
酣,ham4,han1,h,am,4,h,an,1
麓,luk1,lu4,l,uk,1,l,u,4
钵,but3,bo1,b,ut,3,b,o,1
琅,long4,lang2,l,ong,4,l,ang,2
簸,bo3,bo4,b,o,3,b,o,4
禾,wo4,he2,w,o,4,h,e,2
铢,zyu1,zhu1,z,ü,1,zh,u,1
璧,bik1,bi4,b,ik,1,b,i,4
娠,san1,shen1,s,an,1,sh,en,1
彗,wai6,hui4,w,ai,6,h,ui,4
惋,jyun2,wan3,j,ün,2,w,an,3
腋,jik6,yi4,j,ik,6,y,i,4
螂,long4,lang2,l,ong,4,l,ang,2
掣,zai3,che4,z,ai,3,ch,e,4
劾,hat6,he2,h,at,6,h,e,2
沥,lik6,li4,l,ik,6,l,i,4
粱,loeng4,liang2,l,oeng,4,l,iang,2
惮,daan6,dan4,d,aan,6,d,an,4
氖,naai5,nai3,n,aai,5,n,ai,3
捎,saau1,shao1,s,aau,1,sh,ao,1
羔,gou1,gao1,g,ou,1,g,ao,1
俟,zi6,si4,z,i,6,s,i,4
渲,hyun1,xuan4,h,ün,1,x,üän,4
榄,laam5,lan3,l,aam,5,l,an,3
茧,gaan2,chong2,g,aan,2,ch,ong,2
霓,ngai4,ni2,ng,ai,4,n,i,2
鹉,mou5,wu3,m,ou,5,w,u,3
胥,seoi1,xu1,s,eoi,1,x,ü,1
琶,paa4,pa2,p,aa,4,p,a,2
撬,giu6,qiao4,g,iu,6,q,iao,4
橘,gwat1,ju2,gw,at,1,j,ü,2
醫,ji1,yi1,j,i,1,y,i,1
拈,nim1,nian2,n,im,1,n,ian,2
笆,baa1,ba1,b,aa,1,b,a,1
痊,cyun4,quan2,c,ün,4,q,üän,2
亟,gik1,ji2,g,ik,1,j,i,2
渭,wai6,wei4,w,ai,6,w,ei,4
狙,zeoi1,ju1,z,eoi,1,j,ü,1
珂,o1,ke1, ,o,1,k,e,1
刨,paau4,bao4,p,aau,4,b,ao,4
蜕,teoi3,shui4,t,eoi,3,sh,ui,4
谚,jin6,yan4,j,in,6,y,än,4
憧,cung1,chong1,c,ung,1,ch,ong,1
瞟,piu5,piao3,p,iu,5,p,iao,3
馒,maan4,man2,m,aan,4,m,an,2
拗,aau3,ao3, ,aau,3, ,ao,3
帚,zau2,zhou3,z,au,2,zh,ou,3
钗,caai1,chai1,c,aai,1,ch,ai,1
哧,ci1,chi1,c,i,1,ch,i,1
喋,dip6,die2,d,ip,6,d,ie,2
箫,siu1,xiao1,s,iu,1,x,iao,1
刁,diu1,diao1,d,iu,1,d,iao,1
怦,ping1,peng1,p,ing,1,p,eng,1
缭,liu4,liao2,l,iu,4,l,iao,2
迥,gwing2,jiong3,gw,ing,2,j,iong,3
湄,mei4,mei2,m,ei,4,m,ei,2
磐,pun4,pan2,p,un,4,p,an,2
渝,jyu4,yu2,j,ü,4,y,ü,2
冗,jung2,rong3,j,ung,2,r,ong,3
闵,man5,min3,m,an,5,m,in,3
噶,gaa1,ge2,g,aa,1,g,e,2
黏,nim1,nian2,n,im,1,n,ian,2
蕃,faan4,fan2,f,aan,4,f,an,2
弼,bat6,bi4,b,at,6,b,i,4
驿,jik6,yi4,j,ik,6,y,i,4
淄,zi1,zi1,z,i,1,z,i,1
饺,gaau2,jiao3,g,aau,2,j,iao,3
踞,geoi3,ju4,g,eoi,3,j,ü,4
韬,tou1,tao1,t,ou,1,t,ao,1
婷,ting4,ting2,t,ing,4,t,ing,2
唆,so1,suo1,s,o,1,s,uo,1
蜒,jin4,yan2,j,in,4,y,än,2
偎,wui1,wei1,w,ui,1,w,ei,1
榨,zaa3,zha4,z,aa,3,zh,a,4
漉,luk6,lu4,l,uk,6,l,u,4
碉,diu1,diao1,d,iu,1,d,iao,1
皈,gwai1,gui1,gw,ai,1,g,ui,1
矜,ging1,jin1,g,ing,1,j,in,1
笈,kap1,ji2,k,ap,1,j,i,2
枷,gaa1,jia1,g,aa,1,j,ia,1
鲨,saa1,sha1,s,aa,1,sh,a,1
蹑,nip6,nie4,n,ip,6,n,ie,4
瀚,hon6,han4,h,on,6,h,an,4
酪,lok3,lao4,l,ok,3,l,ao,4
谑,joek6,nve4,j,oek,6,n,üe,4
癖,pik1,pi3,p,ik,1,p,i,3
烬,zeon6,jin4,z,eon,6,j,in,4
揩,haai1,kai1,h,aai,1,k,ai,1
炙,zik3,zhi4,z,ik,3,zh,i,4
蜷,kyun4,quan2,k,ün,4,q,üän,2
侏,zyu1,zhu1,z,ü,1,zh,u,1
凋,diu1,diao1,d,iu,1,d,iao,1
漪,ji1,yi1,j,i,1,y,i,1
悻,hang6,xing4,h,ang,6,x,ing,4
蹋,daap6,ta4,d,aap,6,t,a,4
讪,saan3,shan4,s,aan,3,sh,an,4
搐,cuk1,chu4,c,uk,1,ch,u,4
碘,din1,dian3,d,in,1,d,ian,3
帛,baak6,bo2,b,aak,6,b,o,2
诠,cyun4,quan2,c,ün,4,q,üän,2
碾,zin2,nian3,z,in,2,n,ian,3
擂,leoi4,lei2,l,eoi,4,l,ei,2
苯,bun2,ben3,b,un,2,b,en,3
诃,ho1,he1,h,o,1,h,e,1
铎,dok6,duo2,d,ok,6,d,uo,2
戊,mou6,wu4,m,ou,6,w,u,4
荀,seon1,xun2,s,eon,1,x,ün,2
驹,keoi1,ju1,k,eoi,1,j,ü,1
攫,fok3,jue2,f,ok,3,j,üe,2
憬,ging2,jing3,g,ing,2,j,ing,3
哽,gang2,geng3,g,ang,2,g,eng,3
踵,dung2,zhong3,d,ung,2,zh,ong,3
蟒,mong5,mang3,m,ong,5,m,ang,3
漾,joeng6,yang4,j,oeng,6,y,ang,4
啧,zaak3,ze2,z,aak,3,z,e,2
吮,syun5,shun3,s,ün,5,sh,un,3
楠,naam4,nan2,n,aam,4,n,an,2
氟,fat1,fu2,f,at,1,f,u,2
怂,sung2,song3,s,ung,2,s,ong,3
叼,diu1,diao1,d,iu,1,d,iao,1
竣,zeon3,jun4,z,eon,3,j,ün,4
偕,gaai1,xie2,g,aai,1,x,ie,2
漩,syun4,xuan2,s,ün,4,x,üän,2
蹭,sang3,ceng4,s,ang,3,c,eng,4
翌,jik6,yi4,j,ik,6,y,i,4
臆,jik1,yi4,j,ik,1,y,i,4
挝,wo1,zhua1,w,o,1,zh,ua,1
绚,hyun3,xuan4,h,ün,3,x,üän,4
崽,zoi2,zai3,z,oi,2,z,ai,3
瘢,baan1,ban1,b,aan,1,b,an,1
跤,gaau1,jiao1,g,aau,1,j,iao,1
阑,laan4,lan2,l,aan,4,l,an,2
恬,tim4,tian2,t,im,4,t,ian,2
汶,man6,wen4,m,an,6,w,en,4
跷,kiu5,qiao1,k,iu,5,q,iao,1
琵,pei4,pi2,p,ei,4,p,i,2
憨,ham1,han1,h,am,1,h,an,1
蜗,wo1,gua1,w,o,1,g,ua,1
惴,zeoi3,zhui4,z,eoi,3,zh,ui,4
戟,gik1,ji3,g,ik,1,j,i,3
恙,joeng6,yang4,j,oeng,6,y,ang,4
抿,man5,min3,m,an,5,m,in,3
笺,zin1,jian1,z,in,1,j,iän,1
蛤,haa4,ha2,h,aa,4,h,a,2
瞳,tung4,tong2,t,ung,4,t,ong,2
藥,joek6,yao4,j,oek,6,y,ao,4
瓢,piu4,piao2,p,iu,4,p,iao,2
秤,cing3,cheng4,c,ing,3,ch,eng,4
跺,do2,duo4,d,o,2,d,uo,4
潦,liu5,lao3,l,iu,5,l,ao,3
芹,kan4,qin2,k,an,4,q,in,2
哒,daat6,da1,d,aat,6,d,a,1
栩,heoi2,xu3,h,eoi,2,x,ü,3
曦,hei1,xi1,h,ei,1,x,i,1
骷,fu1,ku1,f,u,1,k,u,1
嫡,dik1,di2,d,ik,1,d,i,2
卤,lou5,lu3,l,ou,5,l,u,3
丕,pei1,pi1,p,ei,1,p,i,1
鬓,ban3,bin4,b,an,3,b,in,4
梓,zi2,zi3,z,i,2,z,i,3
嗖,sau1,sou1,s,au,1,s,ou,1
惦,dim3,dian4,d,im,3,d,ian,4
浚,seon3,jun4,s,eon,3,j,ün,4
藐,miu5,miao3,m,iu,5,m,iao,3
荃,cyun4,quan2,c,ün,4,q,üän,2
唧,zit1,ji1,z,it,1,j,i,1
玺,saai2,xi3,s,aai,2,x,i,3
汛,seon3,xun4,s,eon,3,x,ün,4
铐,kaau3,kao4,k,aau,3,k,ao,4
髅,lau4,lou2,l,au,4,l,ou,2
渤,but6,bo2,b,ut,6,b,o,2
皿,ming5,min3,m,ing,5,m,in,3
箍,ku1,gu1,k,u,1,g,u,1
馅,haam6,xian4,h,aam,6,x,iän,4
汾,fan4,fen2,f,an,4,f,en,2
戍,syu3,shu4,s,ü,3,sh,u,4
痔,zi6,zhi4,z,i,6,zh,i,4
褶,zip3,zhe2,z,ip,3,zh,e,2
聆,ling4,ling2,l,ing,4,l,ing,2
涎,jin4,xian2,j,in,4,x,iän,2
汞,hung3,gong3,h,ung,3,g,ong,3
渍,zik1,zi4,z,ik,1,z,i,4
奂,wun6,huan4,w,un,6,h,uan,4
巅,din1,dian1,d,in,1,d,ian,1
疣,jau4,you2,j,au,4,y,ou,2
耆,kei4,qi2,k,ei,4,q,i,2
蟋,sik1,xi1,s,ik,1,x,i,1
鳄,ngok6,e4,ng,ok,6, ,e,4
讹,ngo4,e2,ng,o,4, ,e,2
膺,jing1,ying1,j,ing,1,y,ing,1
蹿,cyun1,cuan1,c,ün,1,c,uan,1
筏,fat6,fa2,f,at,6,f,a,2
釜,fu2,fu3,f,u,2,f,u,3
沂,ji4,yi2,j,i,4,y,i,2
坯,pui1,pi1,p,ui,1,p,i,1
峦,lyun4,luan2,l,ün,4,l,uan,2
茬,caa4,chi2,c,aa,4,ch,i,2
蟀,seot1,shuai4,s,eot,1,sh,uai,4
撵,lin5,nian3,l,in,5,n,ian,3
浒,wu2,hu3,w,u,2,h,u,3
缤,ban1,bin1,b,an,1,b,in,1
嵋,mei4,mei2,m,ei,4,m,ei,2
珑,lung4,long2,l,ung,4,l,ong,2
苞,baau1,bao1,b,aau,1,b,ao,1
瑾,gan2,jin3,g,an,2,j,in,3
泵,bam1,beng4,b,am,1,b,eng,4
钾,gaap3,jia3,g,aap,3,j,ia,3
暧,oi2,ai4, ,oi,2, ,ai,4
沓,daap6,ta4,d,aap,6,t,a,4
撂,liu1,liao4,l,iu,1,l,iao,4
蛊,gu2,gu3,g,u,2,g,u,3
甥,saang1,sheng1,s,aang,1,sh,eng,1
璐,lou6,lu4,l,ou,6,l,u,4
晏,aan3,yan4, ,aan,3,y,än,4
瘪,bit6,pie1,b,it,6,p,ie,1
漳,zoeng1,zhang1,z,oeng,1,zh,ang,1
阉,jim1,yan1,j,im,1,y,än,1
蹂,jau4,rou2,j,au,4,r,ou,2
鳃,soi1,sai1,s,oi,1,s,ai,1
湃,paai3,pai4,p,aai,3,p,ai,4
辘,luk1,lu4,l,uk,1,l,u,4
僭,cim3,jian4,c,im,3,j,iän,4
躏,leon6,lin4,l,eon,6,l,in,4
鼾,hon4,han1,h,on,4,h,an,1
懵,mung5,meng3,m,ung,5,m,eng,3
镰,lim4,lian2,l,im,4,l,ian,2
寐,mei6,mei4,m,ei,6,m,ei,4
褚,cyu5,chu3,c,ü,5,ch,u,3
涧,gaan3,jian4,g,aan,3,j,iän,4
蝙,pin1,bian1,p,in,1,b,ian,1
脐,ci4,qi2,c,i,4,q,i,2
辕,jyun4,yuan2,j,ün,4,y,üän,2
杞,gei2,qi3,g,ei,2,q,i,3
煜,juk1,yu4,j,uk,1,y,ü,4
骥,kei3,ji4,k,ei,3,j,i,4
傣,taai3,dai3,t,aai,3,d,ai,3
祯,zing1,zhen1,z,ing,1,zh,en,1
酉,jau5,you3,j,au,5,y,ou,3
秸,gaai1,jie1,g,aai,1,j,ie,1
捺,naat6,na4,n,aat,6,n,a,4
瑕,haa4,xia2,h,aa,4,x,ia,2
鑫,jam1,xin1,j,am,1,x,in,1
馋,caam4,chan2,c,aam,4,ch,an,2
窿,lung4,long2,l,ung,4,l,ong,2
楔,sit3,xie1,s,it,3,x,ie,1
胱,gwong1,guang1,gw,ong,1,g,uang,1
荔,lai6,li4,l,ai,6,l,i,4
蟆,maa4,ma2,m,aa,4,m,a,2
湍,teon1,tuan1,t,eon,1,t,uan,1
屹,ngat6,yi4,ng,at,6,y,i,4
遐,haa4,xia2,h,aa,4,x,ia,2
轲,o1,ke1, ,o,1,k,e,1
镯,zuk6,zhuo2,z,uk,6,zh,uo,2
缰,goeng1,jiang1,g,oeng,1,j,iang,1
桦,waa4,hua4,w,aa,4,h,ua,4
炖,dan6,tun2,d,an,6,t,un,2
钡,bui3,bei4,b,ui,3,b,ei,4
羚,ling4,ling2,l,ing,4,l,ing,2
啬,sik1,se4,s,ik,1,s,e,4
诩,heoi2,xu3,h,eoi,2,x,ü,3
绯,fei1,fei1,f,ei,1,f,ei,1
掖,jik6,ye4,j,ik,6,y,e,4
涸,kok3,he2,k,ok,3,h,e,2
鸳,jyun1,yuan1,j,ün,1,y,üän,1
塾,suk6,shu2,s,uk,6,sh,u,2
呸,pei1,pei1,p,ei,1,p,ei,1
抡,leon4,lun2,l,eon,4,l,un,2
擞,sau2,sou3,s,au,2,s,ou,3
熹,hei1,xi1,h,ei,1,x,i,1
坷,ho2,ke3,h,o,2,k,e,3
瓮,ung3,weng4, ,ung,3,w,eng,4
亘,gang2,gen4,g,ang,2,g,en,4
嗟,ze1,jie1,z,e,1,j,ie,1
筵,jin4,yan2,j,in,4,y,än,2
跛,bai1,bo3,b,ai,1,b,o,3
汕,saan3,shan4,s,aan,3,sh,an,4
欤,jyu4,yu2,j,ü,4,y,ü,2
壑,kok3,he4,k,ok,3,h,e,4
颍,wing6,ying3,w,ing,6,y,ing,3
溥,pou2,pu3,p,ou,2,p,u,3
姗,saan1,shan1,s,aan,1,sh,an,1
踊,jung2,yong3,j,ung,2,y,ong,3
枭,hiu1,xiao1,h,iu,1,x,iao,1
暄,hyun1,xuan1,h,ün,1,x,üän,1
稷,zik1,ji4,z,ik,1,j,i,4
跚,saan1,shan1,s,aan,1,sh,an,1
涟,lin4,lian2,l,in,4,l,ian,2
瀛,jing4,ying2,j,ing,4,y,ing,2
笙,sang1,sheng1,s,ang,1,sh,eng,1
滕,tang4,teng2,t,ang,4,t,eng,2
踝,waa5,huai2,w,aa,5,h,uai,2
贰,ji6,er4,j,i,6, ,er,4
瞰,ham3,kan4,h,am,3,k,an,4
恻,cak1,ce4,c,ak,1,c,e,4
嚏,tai3,ti4,t,ai,3,t,i,4
迢,tiu4,tiao2,t,iu,4,t,iao,2
獗,kyut3,jue2,k,üt,3,j,üe,2
邯,hon4,han2,h,on,4,h,an,2
睑,gim2,jian3,g,im,2,j,iän,3
赡,sim6,shan4,s,im,6,sh,an,4
萦,jing4,ying2,j,ing,4,y,ing,2
酮,tung4,tong2,t,ung,4,t,ong,2
璞,pok3,pu2,p,ok,3,p,u,2
羹,gang1,geng1,g,ang,1,g,eng,1
缄,gaam1,jian1,g,aam,1,j,iän,1
晾,long6,liang4,l,ong,6,l,iang,4
俸,fung6,feng4,f,ung,6,f,eng,4
媲,pei3,pi4,p,ei,3,p,i,4
鸾,lyun4,luan2,l,ün,4,l,uan,2
恿,jung2,yong3,j,ung,2,y,ong,3
蜿,jyun1,wan1,j,ün,1,w,an,1
犊,duk6,du2,d,uk,6,d,u,2
讷,neot6,ne4,n,eot,6,n,e,4
扈,wu6,hu4,w,u,6,h,u,4
蜈,ng4,wu2, ,_ng,4,w,u,2
翟,dik6,di2,d,ik,6,d,i,2
藕,ngau5,ou3,ng,au,5, ,ou,3
戌,seot1,xu1,s,eot,1,x,ü,1
蓓,pui5,bei4,p,ui,5,b,ei,4
鋆,wan4,yun2,w,an,4,y,ün,2
谩,maan4,man2,m,aan,4,m,an,2
谀,jyu4,yu2,j,ü,4,y,ü,2
卯,maau5,mao3,m,aau,5,m,ao,3
谙,am1,an1, ,am,1, ,an,1
岐,kei4,qi2,k,ei,4,q,i,2
蝎,hit3,he2,h,it,3,h,e,2
荼,tou4,tu2,t,ou,4,t,u,2
镀,dou6,du4,d,ou,6,d,u,4
椰,je4,ye2,j,e,4,y,e,2
甄,jan1,zhen1,j,an,1,zh,en,1
蟾,sim4,chan2,s,im,4,ch,an,2
蹊,kei1,xi1,k,ei,1,x,i,1
泞,ning6,ning4,n,ing,6,n,ing,4
螃,pong4,pang2,p,ong,4,p,ang,2
檬,mung4,meng2,m,ung,4,m,eng,2
蔷,coeng4,qiang2,c,oeng,4,q,iang,2
羲,hei1,xi1,h,ei,1,x,i,1
瘸,ke4,que2,k,e,4,q,üe,2
蘸,zaam3,zhan4,z,aam,3,zh,an,4
蔗,ze3,zhe4,z,e,3,zh,e,4
傀,faai3,gui1,f,aai,3,g,ui,1
蚌,pong5,bang4,p,ong,5,b,ang,4
锢,gu3,gu4,g,u,3,g,u,4
遽,geoi6,ju4,g,eoi,6,j,ü,4
邃,seoi6,sui4,s,eoi,6,s,ui,4
锵,coeng1,qiang1,c,oeng,1,q,iang,1
簌,cuk1,su4,c,uk,1,s,u,4
焙,bui6,bei4,b,ui,6,b,ei,4
昊,hou6,hao4,h,ou,6,h,ao,4
鹳,gun3,guan4,g,un,3,g,uan,4
睽,kwai4,kui2,kw,ai,4,k,ui,2
刽,kui2,gui4,k,ui,2,g,ui,4
鳖,bit3,bie1,b,it,3,b,ie,1
噎,jit3,ye1,j,it,3,y,e,1
呗,be6,bai4,b,e,6,b,ai,4
寰,waan4,huan2,w,aan,4,h,uan,2
唷,jo1,yo1,j,o,1,y,o,1
殡,ban3,bin4,b,an,3,b,in,4
淖,naau6,nao4,n,aau,6,n,ao,4
诰,gou6,gao4,g,ou,6,g,ao,4
恣,ci3,zi4,c,i,3,z,i,4
睐,loi6,lai4,l,oi,6,l,ai,4
榈,leoi4,lv2,l,eoi,4,l,ü,2
氦,hoi6,hai4,h,oi,6,h,ai,4
靳,gan3,jin4,g,an,3,j,in,4
蛹,jung2,yong3,j,ung,2,y,ong,3
鸯,joeng1,yang1,j,oeng,1,y,ang,1
惬,hip6,qie4,h,ip,6,q,ie,4
蹙,cuk1,cu4,c,uk,1,c,u,4
诙,fui1,hui1,f,ui,1,h,ui,1
眈,daam1,dan1,d,aam,1,d,an,1
罡,gong1,gang1,g,ong,1,g,ang,1
缮,sin6,shan4,s,in,6,sh,an,4
胤,jan6,yin4,j,an,6,y,in,4
皋,gou1,gao1,g,ou,1,g,ao,1
蛀,zyu3,zhu4,z,ü,3,zh,u,4
偌,je6,ruo4,j,e,6,r,uo,4
疵,ci1,ci1,c,i,1,c,i,1
绛,gong3,jiang4,g,ong,3,j,iang,4
葆,bou2,bao3,b,ou,2,b,ao,3
黔,kim4,qian2,k,im,4,q,iän,2
烽,fung1,feng1,f,ung,1,f,eng,1
儡,leoi5,lei3,l,eoi,5,l,ei,3
佼,gaau2,jiao3,g,aau,2,j,iao,3
斓,laan4,lan2,l,aan,4,l,an,2
嫔,pan4,pin2,p,an,4,p,in,2
颚,ngok6,e4,ng,ok,6, ,e,4
龈,ngan4,ken3,ng,an,4,k,en,3
盅,zung1,zhong1,z,ung,1,zh,ong,1
娓,mei5,wei3,m,ei,5,w,ei,3
坂,baan2,ban3,b,aan,2,b,an,3
町,ding1,ting3,d,ing,1,t,ing,3
芥,gaai3,jie4,g,aai,3,j,ie,4
瘠,zik3,ji2,z,ik,3,j,i,2
阂,hat6,he2,h,at,6,h,e,2
挎,kwaa3,ku1,kw,aa,3,k,u,1
橇,ceoi3,qiao1,c,eoi,3,q,iao,1
荟,wai3,hui4,w,ai,3,h,ui,4
啜,zyut3,chuo4,z,üt,3,ch,uo,4
淇,kei4,qi2,k,ei,4,q,i,2
篓,lau5,lou3,l,au,5,l,ou,3
虱,sat1,shi1,s,at,1,sh,i,1
跻,zai1,ji1,z,ai,1,j,i,1
龛,ham1,kan1,h,am,1,k,an,1
蹒,pun4,man2,p,un,4,m,an,2
髯,jim4,ran2,j,im,4,r,an,2
瞠,caang1,cheng1,c,aang,1,ch,eng,1
痫,haan4,xian2,h,aan,4,x,iän,2
掂,dim1,dian1,d,im,1,d,ian,1
潼,tung4,tong2,t,ung,4,t,ong,2
酰,sin1,xian1,s,in,1,x,iän,1
镁,mei5,mei3,m,ei,5,m,ei,3
灸,gau3,jiu3,g,au,3,j,iu,3
腆,tin2,tian3,t,in,2,t,ian,3
筱,siu2,xiao3,s,iu,2,x,iao,3
谆,zeon1,zhun1,z,eon,1,zh,un,1
骋,cing2,cheng3,c,ing,2,ch,eng,3
壬,jam4,ren2,j,am,4,r,en,2
茗,ming5,ming2,m,ing,5,m,ing,2
蛔,wui4,hui2,w,ui,4,h,ui,2
潺,saan4,chan2,s,aan,4,ch,an,2
扉,fei1,fei1,f,ei,1,f,ei,1
耘,wan4,yun2,w,an,4,y,ün,2
槟,ban1,bin1,b,an,1,b,in,1
雹,bok6,bao2,b,ok,6,b,ao,2
谥,si3,shi4,s,i,3,sh,i,4
淞,sung1,song1,s,ung,1,s,ong,1
燎,liu4,liao3,l,iu,4,l,iao,3
蕙,wai6,hui4,w,ai,6,h,ui,4
蚪,dau2,dou3,d,au,2,d,ou,3
蜻,cing1,qing1,c,ing,1,q,ing,1
郸,daan1,dan1,d,aan,1,d,an,1
轶,jat6,yi4,j,at,6,y,i,4
狰,zang1,zheng1,z,ang,1,zh,eng,1
楣,mei4,mei2,m,ei,4,m,ei,2
捋,lyut3,le4,l,üt,3,l,e,4
涓,gyun1,juan1,g,ün,1,j,üän,1
荪,syun1,sun1,s,ün,1,s,un,1
娄,lau4,lou2,l,au,4,l,ou,2
麝,se6,she4,s,e,6,sh,e,4
蚤,zou2,zao3,z,ou,2,z,ao,3
薰,fan1,xun1,f,an,1,x,ün,1
搪,tong4,tang2,t,ong,4,t,ang,2
谧,mat6,mi4,m,at,6,m,i,4
湮,jin1,yin1,j,in,1,y,in,1
辍,zyut3,chuo4,z,üt,3,ch,uo,4
瞌,hap6,ke1,h,ap,6,k,e,1
梆,bong1,bang1,b,ong,1,b,ang,1
樟,zoeng1,zhang1,z,oeng,1,zh,ang,1
茉,mut6,mo4,m,ut,6,m,o,4
岖,keoi1,qu1,k,eoi,1,q,ü,1
臼,kau5,jiu4,k,au,5,j,iu,4
癣,sin2,xian3,s,in,2,x,iän,3
玷,dim3,dian4,d,im,3,d,ian,4
馍,mo4,mo2,m,o,4,m,o,2
呷,haap3,xia1,h,aap,3,x,ia,1
妩,mou5,wu3,m,ou,5,w,u,3
伫,cyu5,zhu4,c,ü,5,zh,u,4
